PERMIT_TYPE	WDID	APP_ID	REPORTING_YEAR	REPORT_ID	EVENT_TYPE	MONITORING_LOCATION_NAME	MONITORING_LOCATION_TYPE	MONITOR_LOCATION_DESCRIPTION	MONITORING_LATITUDE	MONITORING_LONGITUDE	SAMPLE_ID	SAMPLE_DATE	SAMPLE_TIME	DISCHARGE_START_DATE	DISCHARGE_START_TIME	PARAMETER	RESULT_QUALIFIER	RESULT	UNITS	ANALYTICAL_METHOD	MDL	RL	DISCHARGE_END_DATE	DISCHARGE_END_TIME	CERTIFIER_NAME	CERTIFIED_DATE
Industrial	2 01I001591	180660	2016	930674	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2275707	03/22/2017	756	03/22/2017	500	Copper, Total	=	.017	mg/L	E200.8	.0005	.01			Henry Mentink	11-JUL-17 08.27.18.378000 AM
Industrial	2 01I001591	180660	2016	930674	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2275707	03/22/2017	756	03/22/2017	500	Lead, Total	=	.016	mg/L	E200.8	.00039	.0025			Henry Mentink	11-JUL-17 08.27.18.378000 AM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Oil and Grease	ND		mg/L	E1664A	1.1	5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Copper, Total	=	.068	mg/L	E200.8	.0001	.002			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Aluminum, Total	=	22	mg/L	E200.8	1.4	5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Iron, Total	=	29	mg/L	E200.7	.026	.04			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Zinc, Total	=	.69	mg/L	E200.8	.005	.015			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Lead, Total	=	.13	mg/L	E200.8	.000078	.0005			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Total Suspended Solids (TSS)	=	24.6	mg/L	A2540D	2	2			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	pH	=	8.33	SU	pH_Field	.01	.01			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Oil and Grease	=	1.4	mg/L	E1664A	1.1	5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Electrical Conductivity @ 25 Deg. C	=	64.2	umhos/cm	A2510B	10	10			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Aluminum, Total	=	.89	mg/L	E200.8	.014	.05			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Zinc, Total	=	.19	mg/L	E200.8	.005	.015			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Lead, Total	=	.018	mg/L	E200.8	.000078	.0005			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Copper, Total	=	.012	mg/L	E200.8	.0001	.002			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2337228	01/08/2018	812	01/08/2018	700	Iron, Total	=	2	mg/L	E200.7	.026	.04			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	pH	=	9.65	SU	pH_Field	.01	.01			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Total Suspended Solids (TSS)	=	195	mg/L	A2540D	10	10			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	991678	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2337226	01/08/2018	756	01/08/2018	700	Electrical Conductivity @ 25 Deg. C	=	154	umhos/cm	A2510B	10	10			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Total Suspended Solids (TSS)	=	693	mg/L	A2540D	10	10			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	pH	=	9.58	SU	pH_Field	.01	.01			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Oil and Grease	=	2.2	mg/L	E1664A	1.1	5.1			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Aluminum, Total	=	52	mg/L	E200.8	.7	2.5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Iron, Total	=	86	mg/L	E200.7	.026	.04			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Zinc, Total	=	2.2	mg/L	E200.8	.05	.15			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Total Suspended Solids (TSS)	=	212	mg/L	A2540D	5	5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Lead, Total	=	.48	mg/L	E200.8	.00078	.005			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	south outfall	Effluent Monitoring		37.606841	-122.04125	2359686	04/06/2018	800	04/06/2018	430	Copper, Total	=	.21	mg/L	E200.8	.001	.02			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	pH	=	8.62	SU	pH_Field	.01	.01			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Oil and Grease	ND		mg/L	E1664A	1.1	5.1			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Aluminum, Total	=	6.2	mg/L	E200.8	.14	.5			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Zinc, Total	=	.89	mg/L	E200.8	.05	.15			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Lead, Total	=	.17	mg/L	E200.8	.00078	.005			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Iron, Total	=	13	mg/L	E200.7	.026	.04			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2017	1000716	Qualifying Storm Event	north outfall	Effluent Monitoring		37.606202	-122.039683	2359688	04/06/2018	818	04/06/2018	430	Copper, Total	=	.55	mg/L	E200.8	.001	.02			Henry Mentink	10-JUL-18 01.19.41.835000 PM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Oil and Grease	ND		mg/L	E1664A	1.2				Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Copper, Total	=	.011	mg/L	E200.8	.004	.005			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Lead, Total	=	.014	mg/L	E200.8	.0003	.0025			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Total Suspended Solids (TSS)	=	15.1	mg/L	A2540D	1	1			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Iron, Total	=	4.1	mg/L	E200.7	.027	.2			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Aluminum, Total	=	3.9	mg/L	E200.8	.02	.025			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			pH	=	8.39	SU	pH_Field	.1	.1			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001591	180660	2018	1057550	Non-Qualifying Storm Event	US Pipe Stormwater Pond	Influent Monitoring	This is a newly constructed stormwater pond at US Pipe	37.60675	-122.03993	2446985	04/16/2019	13:32			Zinc, Total	=	.14	mg/L	E200.8	.018	.025			Henry Mentink	03-JUL-19 10.33.36.219000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2148772	12/03/2015	11:30	12/03/2015		pH	=	8	SU	pH_Paper	1				Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2148772	12/03/2015	11:30	12/03/2015		Total Suspended Solids (TSS)	=	81	mg/L	A2540D	3.3	6.7			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2148773	12/03/2015	11:35	12/03/2015		Oil and Grease	=	2.8	mg/L	E1664A	1.5	5.4			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2148773	12/03/2015	11:35	12/03/2015		pH	=	7.5	SU	pH_Paper	1				Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2148773	12/03/2015	11:35	12/03/2015		Total Suspended Solids (TSS)	=	28	mg/L	A2540D	2.5	5			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2148774	12/03/2015	11:30	12/03/2015		Oil and Grease	<	1.5	mg/L	E1664A	1.5	5.2			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2148774	12/03/2015	11:30	12/03/2015		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2148774	12/03/2015	11:30	12/03/2015		Total Suspended Solids (TSS)	=	26	mg/L	A2540D	2.5	5			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	859145	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2148772	12/03/2015	11:30	12/03/2015		Oil and Grease	=	2.1	mg/L	E1664A	1.4	5.1			Justin Drinkwater	05-JAN-16 10.42.48.003000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2183790	04/10/2016	7::35	04/10/2016		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.1			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2183790	04/10/2016	7::35	04/10/2016		pH	=	8	SU	pH_Paper	1				Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2183791	04/10/2016	7::20	04/10/2016		Total Suspended Solids (TSS)	=	1.5	mg/L	A2540D	.53	1.1			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2183791	04/10/2016	7::20	04/10/2016		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.1			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2183792	04/10/2016	7::00	04/10/2016		Total Suspended Solids (TSS)	=	6.4	mg/L	A2540D	.5	1			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2183790	04/10/2016	7::35	04/10/2016		Total Suspended Solids (TSS)	=	37	mg/L	A2540D	1.3	2.5			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2183792	04/10/2016	7::00	04/10/2016		Oil and Grease	=	1.7	mg/L	E1664A	1.5	5.2			Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2183792	04/10/2016	7::00	04/10/2016		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2015	871835	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2183791	04/10/2016	7::20	04/10/2016		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	17-MAY-16 08.43.47.581000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2216488	10/27/2016	16:45	10/27/2016		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2216488	10/27/2016	16:45	10/27/2016		Oil and Grease	<	1.3	mg/L	E1664A	1.3	4.7			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2216486	10/27/2016	16:20	10/27/2016		Total Suspended Solids (TSS)	=	87	mg/L	A2540D	2.5	5			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2216486	10/27/2016	16:20	10/27/2016		pH	=	8	SU	pH_Paper	1				Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2216487	10/27/2016	16:37	10/27/2016		Total Suspended Solids (TSS)	=	17	mg/L	A2540D	1	2			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2216488	10/27/2016	16:45	10/27/2016		Total Suspended Solids (TSS)	=	28	mg/L	A2540D	1.3	2.5			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2216487	10/27/2016	16:37	10/27/2016		pH	=	7.5	SU	pH_Paper	1				Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2216487	10/27/2016	16:37	10/27/2016		Oil and Grease	<	1.4	mg/L	E1664A	1.4	4.9			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	908852	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2216486	10/27/2016	16:20	10/27/2016		Oil and Grease	<	1.3	mg/L	E1664A	1.3	4.7			Justin Drinkwater	02-DEC-16 09.32.21.549000 AM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2260697	02/03/2017	7::30	02/03/2017		Total Suspended Solids (TSS)	=	10	mg/L	A2540D	.83	1.7			Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2260697	02/03/2017	7::30	02/03/2017		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2260697	02/03/2017	7::30	02/03/2017		Oil and Grease	<	1.5	mg/L	E1664A	1.5	5.3			Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2260686	02/03/2017	8::10	02/03/2017		Total Suspended Solids (TSS)	=	330	mg/L	A2540D	10				Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2260695	02/03/2017	7::45	02/03/2017		pH	=	7	SU	pH_Paper	1				Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2260695	02/03/2017	7::45	02/03/2017		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.2			Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2260695	02/03/2017	7::45	02/03/2017		Total Suspended Solids (TSS)	=	1.2	mg/L	A2540D	.53	1.1			Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2260686	02/03/2017	8::10	02/03/2017		Oil and Grease	<	1.5	mg/L	E1664A	1.5	5.3			Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2016	926601	Qualifying Storm Event	Outfall #4	Effluent Monitoring		37.41451	-121.485577	2260686	02/03/2017	8::10	02/03/2017		pH	=	8	SU	pH_Paper	1				Justin Drinkwater	07-MAR-17 01.30.05.328000 PM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2346150	03/01/2018	10:00	03/01/2018		pH	=	7.5	SU	pH_Paper	1				Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2346150	03/01/2018	10:00	03/01/2018		Total Suspended Solids (TSS)	=	84	mg/L	A2540D	1	2			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2346154	03/01/2018	10:10	03/01/2018		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.1			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2346154	03/01/2018	10:10	03/01/2018		pH	=	7.5	SU	pH_Paper	1				Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2346150	03/01/2018	10:00	03/01/2018		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.2			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2346156	03/01/2018	10:25	03/01/2018		Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.1			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2346156	03/01/2018	10:25	03/01/2018		pH	=	7	SU	pH_Paper	1				Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2346156	03/01/2018	10:25	03/01/2018		Total Suspended Solids (TSS)	=	67	mg/L	A2540D	2.5	5			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2017	995475	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2346154	03/01/2018	10:10	03/01/2018		Total Suspended Solids (TSS)	=	7.4	mg/L	A2540D	1	2			Brett Gregory	26-MAR-18 10.49.44.118000 AM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2434362	02/13/2019	08:00			Oil and Grease	<	1.5	mg/L	E1664A	1.5	5.2			David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2434362	02/13/2019	08:00			pH	=	7	SU	pH_Paper	1				David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2434365	02/13/2019	08:10			Oil and Grease	<	1.4	mg/L	E1664A	1.4	5.1			David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall #5	Effluent Monitoring		37.414808	-121.49211	2434365	02/13/2019	08:10			pH	=	7	SU	pH_Paper	1				David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall 2	Effluent Monitoring		37.695384	-121.824152	2434362	02/13/2019	08:00			Total Suspended Solids (TSS)	=	12	mg/L	A2540D	.5	1			David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2434366	02/13/2019	08:30			Oil and Grease	<	1.5	mg/L	E1664A	1.5	5.2			David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2434366	02/13/2019	08:30			pH	=	7	SU	pH_Paper	1				David Decoteau	04-APR-19 04.44.47.861000 PM
Industrial	2 01I001628	180664	2018	1050859	Qualifying Storm Event	Outfall #6	Effluent Monitoring		37.414342	-121.492717	2434366	02/13/2019	08:30			Total Suspended Solids (TSS)	=	32	mg/L	A2540D	1.7	3.3			David Decoteau	04-APR-19 04.44.47.861000 PM
