PERMIT_TYPE	APP_ID	WDID	STATUS	NOI_PROCESSED_DATE	NOT_EFFECTIVE_DATE	REGION_BOARD	COUNTY	OPERATOR_NAME	FACILITY_NAME	FACILITY_ADDRESS	FACILITY_ADDRESS_2	FACILITY_CITY	FACILITY_STATE	FACILITY_ZIP	FACILITY_LATITUDE	FACILITY_LONGITUDE	FACILITY_COUNTY	FACILITY_CONTACT_FIRST_NAME	FACILITY_CONTACT_LAST_NAME	FACILITY_TITLE	FACILITY_PHONE	FACILITY_EMAIL	FACILITY_TOTAL_SIZE	FACILITY_TOTAL_SIZE_UNIT	FACILITY_AREA_ACTIVITY	FACILITY_AREA_ACTIVITY_UNIT	PERCENT_OF_SITE_IMPERVIOUSNESS	PRIMARY_SIC	SECONDARY_SIC	TERTIARY_SIC	RECEIVING_WATER_NAME	INDIRECTLY	DIRECTLY	CERTIFIER_BY	CERTIFIER_TITLE	CERTIFICATION_DATE	QUESTION_TMDL_ANSWER
Industrial	181954	2 07I017202	Terminated	04/23/2002	08/12/2010	2	Contra Costa	Tesoro Pittsburg Terminal	Tesoro Pittsburg Terminal	595 E 3rd St		Pittsburg	CA	94565	38.03192	-121.87708	Contra Costa	Rose	Pedregosa		925-370-3625	rpedregosa@tsocorp.com	13	Acres		 	0	4491-Marine Cargo Handling			New York Slough Suisun Bay						 
Industrial	181955	2 07I017267	Terminated	06/03/2002	09/07/2016	2	Contra Costa	Air Liquide America Corp 	Air Liquide America Corp 	1100 Hensley St		Richmond	CA	94801	37.9482	-122.36425	Contra Costa	Lionel	Ruis	Plant Manager	510-234-8062	lionel.ruis@airliquide.com	43560	SqFt		Acres	0	2813-Industrial Gases			San Pablo Bay	N	N	Lionel Ruis	Plant Manager	25-JUN-15 07.34.58.979000 PM	 
Industrial	181956	2 07I017380	Terminated	07/24/2002		2	Contra Costa	Steel Scape Inc 	Steel Scape Inc 	2995 Atlas Rd		Richmond	CA	94806	37.99957	-122.35239	Contra Costa	Julie	Cress		5102624888	julie.cress@steelscape.com	43	Acres		 		3479-Coating, Engraving, and Allied Services, NEC			San Pablo Bay						 
Industrial	181957	2 07I017480	Terminated	09/11/2002	01/21/2011	2	Contra Costa	Quality Carriers Inc 	Quality Carriers Inc 	2750 Goodrick Ave		Richmond	CA	94801	37.97238	-122.36522	Contra Costa	JIM	Rakitsky		5102328313	jrakitsky@qualitydistribution.com	5	Acres		 		4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation			San Fransisco Bay						 
Industrial	181958	2 07I017514	Terminated	10/02/2002	08/02/2007	2	Contra Costa	Reliable Liquid Transportation Inc	Reliable Liquid Trans Inc 	3555 Pacheco Blvd		Martinez	CA	94553	38.01136	-122.1035	Contra Costa	CLYDE	Franz		9252299184		4	Acres		 		4212-Local Trucking Without Storage									 
Industrial	181959	2 07I017532	Terminated			2	Contra Costa	Charity Auction Services 	Charity Auction Services 	1101 Loveridge Rd		Pittsburg	CA	94565	38.0202	-121.85688	Contra Costa	MICHAEL	Davis		9168060424		7	Acres		 		5012-Automobiles and Other Motor Vehicles			Suisun Bay						 
Industrial	181960	2 07I017573	Terminated	11/03/2002		2	Contra Costa	Northgate Rentals 	Northgate Tractor Rentals 	2780 Willow Pass Rd		Bay Point	CA	94565	38.02676	-121.9429	Contra Costa	SCOTT	Borba		9254586800		2	Acres		 		3599-Industrial and Commercial Machinery and Equipment, NEC			Suisun Bay						 
Industrial	181961	2 07I017582	Terminated	11/03/2002	08/04/2016	2	Contra Costa	BP Lubricants USA	BP Lubricants USA Inc 	801 Wharf St		Richmond	CA	94804	37.92017	-122.37321	Contra Costa	Joanna	Wenker	HSSE Coordinator	510-236-6312	joanna.wenker@bp.com	5	Acres		 	94	2992-Lubricating Oils and Greases			Santa Fe Channel	N	N	Willie Leggett III	Plant Manager	18-MAY-15 02.53.31.851000 PM	 
Industrial	181962	2 07I017725	Terminated	01/07/2003		2	Contra Costa	Lubricating Specialties 	Lubricating Specialties 	810 Wright Ave		Richmond	CA	94804	37.92121	-122.36177	Contra Costa	Kim	Pfaff		510232855		2	Acres		 		2992-Lubricating Oils and Greases			Sanfrancisco Bay						 
Industrial	181963	2 07I017761	Active	01/14/2003		2	Contra Costa	NuStar Logistics LP	NuStar Logistics LP	1100 Willow Pass Rd		Pittsburg	CA	94565	38.02918	-121.91988	Contra Costa	Nicholas	Parker	Terminal Supervisor	925-427-6880	Nicholas.Parker@nustarenergy.com	12	Acres	12	Acres	0	2951-Asphalt Paving Mixtures and Blocks			Honker Bay	Y	N	Christopher Vratil	General Manager	03-MAY-22 11.46.57.420000 AM	N
Industrial	181964	2 07I017989	Active	03/18/2003		2	Contra Costa	Pittsburg Unified School District	Maintenance Trans Yd 	3200 Loveridge Rd		Pittsburg	CA	94565	38.00222	-121.87323	Contra Costa	Matthew	 Belasco	Director MOT	925-473-2362	mbelasco@pittsburg.k12.ca.us	4	Acres	.25	Acres		4151-School Buses			San Joaquin River	Y	N	Matthew Belasco	Director MOT	24-AUG-16 09.30.03.658000 AM	N
Industrial	181965	2 07I018257	Terminated	07/15/2003	11/29/2010	2	Contra Costa	ASML Optics LLC	A S M L Optics LLC 	3900 Lakeside Dr		San Pablo	CA	94806	37.98474	-122.33275	Contra Costa	STEVE	Hertzog		5102222310	steve.hertzog@asml.com	3	Acres		 	1	3827-Optical Instruments and Lenses	3231-Glass Products, Made of Purchased Glass		Garrity Creek Hilltop Lake	Y					 
Industrial	181966	2 07I018308	Active	08/21/2003		2	Contra Costa	Mount Diablo Unified School District	Mt Diablo Unified Sch Dist Mai	1480 Gasoline Aly	1480 Gasoline Alley	Concord	CA	94520	37.98176	-122.04429	Contra Costa	David	 Hart	Buidings & Ground Manager	925-825-7440	hartd@mdusd.org	6	Acres	6	Acres		4151-School Buses			Galindo Creek	Y	N	Chris Hansen	Assistant Director Maintenance Operations and Facilities	18-JUL-25 02.55.02.827000 PM	N
Industrial	181967	2 07I018601	Terminated	01/28/2004	02/07/2007	2	Contra Costa	Acalanes Union High School Dist	Acalanes Service Ctr 	310 Moraga Rd		Moraga	CA	94556	37.86301	-122.12474	Contra Costa	DAVE	Humphrey		9253766200		2	Acres		 	50	8211-Elementary and Secondary Schools	4151-School Buses		Laguna Creek	Y		Tommy Rodriguez	Director of Facilities	07-JUL-22 03.24.25.190000 PM	 
Industrial	181968	2 07I018619	Terminated	02/03/2004	01/15/2008	2	Contra Costa	R & L Brosamer Inc 	R & L Brosamer Inc 	184 E Leland Rd Ste B		Pittsburg	CA	94565	38.01167	-121.88926	Contra Costa	Mr.	Scott Norgren		9252520330		40000	SqFt		 	0	3273-Ready-Mixed Concrete			Suisun Bay	Y		Scott Norgren		22-JAN-04 12.00.00.000000 AM	 
Industrial	181969	2 07I018827	Terminated	06/04/2004	04/08/2013	2	Contra Costa	Siemens Medical Solutions OCS	Siemens Medical Solutions OCS 	4040 Nelson Ave		Concord	CA	94520	38.00805	-122.0439	Contra Costa	Karen	Whitham		925-602-8089	karen.whitham@siemens.com	12	Acres		 		3844-X-Ray Apparatus and Tubes and Related Irradiation Apparatus			Walnut Creek Channel		Y	Ajit Singh	President	17-MAY-04 12.00.00.000000 AM	 
Industrial	181970	2 07I018991	Active	09/02/2004		2	Contra Costa	SEG Trucking 	SEG Trucking 	4050 Mallard Dr		Concord	CA	94520	38.01328	-122.02783	Contra Costa	Bart	Miller	Director of EH&S	925-375-5293	bart.miller@mdrr.com	9	Acres	7.5	Acres	95	4212-Local Trucking Without Storage			Mount Diablo Creek	Y	N	Bart Miller	Director of EHS	13-FEB-25 01.00.35.746000 PM	N
Industrial	181971	2 07I019006	Active	09/03/2004		2	Contra Costa	Rolling Frito Lay Sales LP 	Concord DC	5045 Forni Dr		Concord	CA	94520	38.018163	-122.034247	Contra Costa	Danielle	Baciu	Region Fleet Manager	909-217-0953	Danielle.baciu@pepsico.com	1.5	Acres	.8	Acres	100	4213-Trucking, Except Local			Mount Diablo Creek to Suisun Bay	Y	N	Danielle Baciu	Senior Regional Fleet Manager	20-OCT-23 09.43.59.366000 AM	N
Industrial	181972	2 07I019062	Active	09/28/2004		2	Contra Costa	Golden Rain Foundation 	Golden Rain Foundation 	800 Rockview Dr		Walnut Creek	CA	94595	37.87002	-122.0657	Contra Costa	Martijn	Lemmens	facilities maintenance	9259887648	mlemmens@rossmoor.com	9.4	Acres	2	Acres		4111-Local and Suburban Transit			Tice Creek	N	Y	Jeffrey Matheson		27-JAN-23 09.44.23.735000 AM	N
Industrial	181973	2 07I019110	Terminated	11/05/2004	06/29/2012	2	Contra Costa	ITW Angleboard 	ITW Angleboard 	761 Port Chicago Hwy		Bay Point	CA	94565	38.03551	-121.96046	Contra Costa	TED	Butch	Plant Mgr	9257091639	tbutch@angleboard.com	5	Acres		 		2672-Coated and Laminated Paper, NEC			Suisun Bay	Y		Ted Butch	Plant Mgr	01-OCT-04 12.00.00.000000 AM	 
Industrial	182123	2 21I000012	Active	01/26/1992		2	Marin	Redwood Landfill Inc	Redwood Landfill Inc	8950 Redwood Hwy		Novato	CA	94945	38.18267	-122.60042	Marin	Jamie	Harris		530-955-5860	jharri76@wm.com	420	Acres	420	Acres		4953-Refuse Systems			San Antonio Creek	N	Y	Jamie Harris	District Manager Landfill	14-MAR-25 04.33.52.577000 PM	N
Industrial	182124	2 21I000154	Active	02/24/1992		2	Marin	Marin Sanitary Service	Marin Sanitary Service	1050 Andersen Dr		San Rafael	CA	94901	37.95806	-122.50846	Marin	Jack	Kearns	Environmental Compliance Manager	415-582-7249	jack.kearns@marinsanitary.com	84	Acres	21.6	Acres		4953-Refuse Systems			San Francisco Bay	Y	N	Patty  Garbarino	President 	22-JAN-25 11.08.59.696000 AM	N
Industrial	182125	2 21I000240	Active	03/06/1992		2	Marin	SEWERAGE AGENCY OF SOUTHERN MARIN	Sewerage Agency Southern Marin	450 Sycamore Ave		Mill Valley	CA	94941	37.89657	-122.52813	Marin	Mark	Nuemann	WWT Manager	415-388-2402	mneumann@cityofmillvalley.org	5	Acres	2.4	Acres		4952-Sewerage Systems			Richardson Bay	N	Y	Mark Neumann	General Manager	28-FEB-25 11.15.09.886000 AM	N
Industrial	182126	2 21I000647	Active	03/17/1992		2	Marin	Marin Cnty 	Marin Cnty Airport 	451 Airport Rd Ste A		Novato	CA	94945	38.14092	-122.56001	Marin	Daniel	Jensen	Airport Manager	415-897-1754	djensen@marincounty.org	92	Acres	.64	Acres		4513-Air Courier Services			Petaluma River	Y	N	Daniel Jensen	Airport Manager	25-JUN-15 09.15.40.614000 AM	N
Industrial	182127	2 21I000690	Terminated	03/18/1992	06/22/2001	2	Marin	West Marin Sanitary Landfill 	West Marin Sanitary Landfill 	Tomasini Canyon Rd		Point Reyes Station	CA	94956			Marin	Leroy	Martinelli		213-922-6205		72	Acres		 	70	4953-Refuse Systems			Tomasini Creek						 
Industrial	182128	2 21I000810	Active	03/20/1992		2	Marin	Central Marin Sanitation Agency	Central Marin Sanitation Agency	1301 Andersen Dr		San Rafael	CA	94901	37.94849	-122.49725	Marin	Mark	Koekemoer	Laboratory Director	415-459-1455	mkoekemoer@cmsa.us	24	Acres	10	Acres		4952-Sewerage Systems			San Francisco Bay	Y	Y	Mark Koekemoer	Laboratory Director	01-JUN-18 09.30.32.717000 AM	N
Industrial	182129	2 21I001439	Active	03/27/1992		2	Marin	Mill Valley Refuse 	Mill Valley Refuse 	112 Front St		San Rafael	CA	94901	37.96492	-122.51171	Marin	Dave	Della Zoppa	owner	415-457-9760	davedz@millvalleyrefuse.com	49000	SqFt	18000	Sqft		4212-Local Trucking Without Storage			San Francisco Bay	Y	N	Alex Iavarone	Managing Partner	14-MAR-23 10.20.27.536000 AM	N
Industrial	182130	2 21I001444	Terminated	03/27/1992	09/08/2004	2	Marin	McPhails Inc	Mc Phails Inc Vacant Parcel 	Hwy 101 & Hwy 37		Novato	CA	94948			Marin	Bruce	Mac Phail		707-769-9800		4	Acres		 	20	3273-Ready-Mixed Concrete			Novato Creek						 
Industrial	182131	2 21I001881	Terminated	03/31/1992	01/24/2013	2	Marin	Rich Readimix Concrete 	Rich Readimix Concrete 	13201 Petaluma Pt Reyes Rd		Point Reyes Station	CA				Marin	Matthew	Lennon		415-663-1038		2	Acres		 		3273-Ready-Mixed Concrete			Lagunitas Creek						 
Industrial	182132	2 21I001882	Active	03/31/1992		2	Marin	Rich Readimix Concrete 	Rich Readimix Concrete 	101 Rich St		Greenbrae	CA	94904	37.9395	-122.5137	Marin	Richard	Epidendio		415-924-1040	richreadimix@earthlink.net	1	Acres	1	Acres		3273-Ready-Mixed Concrete			San Francisco Bay	Y	N	Richard Epidendio	President	26-MAY-15 09.07.40.852000 AM	N
Industrial	182133	2 21I002099	Active	03/30/1992		2	Marin	United Parcel Service Oakland Hub	UPS San Rafael CASRA	2985 Kerner Blvd		San Rafael	CA	94901	37.954974	-122.498156	Marin	Jennifer	Trigos	Corporate Environmental Coordinator	510-453-2020	0386env@ups.com	80633	SqFt	54982	Sqft	54	4215-Courier Services Except by Air			Central San Francisco Bay	Y	N	James Carracino	Manager	08-NOV-22 04.19.24.944000 PM	N
Industrial	182134	2 21I002758	Terminated	04/09/1992	05/18/2005	2	Marin	Mac Andy Auto Parts 	Mac Andy Auto Parts 	310 Deer Ln		Novato	CA	94945			Marin	Charles	Mccabe		415-892-0993		7	Acres		 		5015-Motor Vehicle Parts, Used	5093-Scrap and Waste Materials		San Pablo Bay						 
Industrial	182135	2 21I003103	Active	04/02/1992		2	Marin	Golden Gate Bridge Highway and Transportation District	Golden Gate Ferry	101 E Sir Francis Drake Blvd		Larkspur	CA	94939	37.94534	-122.50735	Marin	Stephane	 Santini	EHS	415-257-4519	ssantini@goldengate.org	11	Acres	11	Acres	80	4482-Ferries			Corte Madera Creek	Y	N	Kelli Vitale	Director Risk and Safety	27-JAN-25 04.34.34.135000 PM	N
Industrial	182136	2 21I003258	Terminated	04/03/1992	04/30/2018	2	Marin	Shamrock Materials 	Shamrock Materials Inc 	7552 Redwood Blvd		Novato	CA	94945	38.11387	-122.56768	Marin	David	 Ripple	VP Administration	707-781-9051		2	Acres	2	 		3273-Ready-Mixed Concrete			Novato Creek	Y	N	David Ripple	VP Administration	13-JUL-17 08.42.33.211000 AM	 
Industrial	182137	2 21I003797	Terminated	04/03/1992	05/11/2006	2	Marin	Lawsons Landing Inc 	Lawsons Landing Inc 	137 Marine View Dr		Dillon Beach	CA	94929	38.24748	-122.9635	Marin	Nancy	Vogler		707-878-2443	N347CV@aol.com	4032	SqFt		 		4231-Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation			Tomales Bay And Bodega Bay						 
Industrial	182138	2 21I003840	Terminated	04/03/1992	04/23/2025	2	Marin	Dutra Materials Inc 	San Rafael Rock Quarry	1000 Point San Pedro Rd		San Rafael	CA	94901	37.98269	-122.47263	Marin	Ross	Campbell	Quarry Engineer	415-459-7740	rcampbell@dutragroup.com	320	Acres	170	Acres	1	1429-Crushed and Broken Stone, NEC			San Francisco Bay		N	Bill Dutra	CEO	11-MAY-15 09.38.52.163000 AM	N
Industrial	182139	2 21I003880	Terminated	04/03/1992	01/22/2008	2	Marin	Specification Chromium Corp	Specification Chromium Corp 	712 Francisco Blvd		San Rafael	CA	94902			Marin	Richard	J Kilmurray		415-456-3753		4600	SqFt		 		3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			San Francisco Bay						 
Industrial	182140	2 21I004318	Terminated	04/06/1992	06/10/2009	2	Marin	Dairymans Milling Co 	Dairymans Milling Co 	7546 Redwood Blvd		Novato	CA	94945	38.11347	-122.56782	Marin	Bill	Zimmerman		415-892-4748		3	Acres		 		2048-Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats	4222-Refrigerated Warehousing and Storage								 
Industrial	182141	2 21I005970	Active	04/17/1992		2	Marin	Fed Ex 	FedEx Express Corp SRFA	1637 Francisco Blvd E		San Rafael	CA	94901	37.94997	-122.4944	Marin	Don	Rautine	Senior Environmental Specialist	901-434-3741	don.rautine@fedex.com	2.5	Acres	.25	Acres		4215-Courier Services Except by Air			San Francisco Bay	Y	N	Bill Gebhart	Manager, EOS	11-APR-17 06.36.57.865000 AM	N
Industrial	182142	2 21I006116	Terminated	04/21/1992		2	Marin	US Postal Service	USPS San Rafael VMF	40 Bellam Blvd		San Rafael	CA	94901	37.95855	-122.50575	Marin	VMF	Manager	Manager, Vehicle Maintenance	415-457-1414	gary.g.pablo@usps.gov	19500	SqFt	0	Sqft	100	4311-United States Postal Service			San Francisco Bay	Y	N	Richard Brotzman	Manager Fleet Operations		 
Industrial	182142	2 21NEC000583	Active	09/11/2015		2	Marin	US Postal Service	USPS San Rafael VMF	40 Bellam Blvd		San Rafael	CA	94901	37.95855	-122.50575	Marin	VMF	Manager	Manager, Vehicle Maintenance	415-457-1414	gary.g.pablo@usps.gov	19500	SqFt	0	Sqft	100	4311-United States Postal Service			San Francisco Bay	Y	N	Richard Brotzman	Manager Fleet Operations	05-AUG-25 11.38.14.158000 AM	 
Industrial	182143	2 21I006514	Active	04/27/1992		2	Marin	NOVATO SCHOOL DIST	NOVATO UNIFIED SCHOOL DISTRICT	819 OLIVE Ave		Novato	CA	94945	38.09998	-122.58047	Marin	Gina	Wildman	ADMIN SECRETARY	415-493-4575	lvandalen@nusd.org	1.5	Acres	1.5	Acres		4151-School Buses			Rush Creek	N	N	Jean Claude van Rooyen	Director Maintenance Operations Transportation	15-JUL-25 04.35.17.514000 PM	N
Industrial	182144	2 21I007372	Active	07/06/1993		2	Marin	Miller Creek School District 	Miller Creek Elementary School District	121 Marinwood Ave		San Rafael	CA	94903	38.03208	-122.5393	Marin	David	 Gehman	Director of Facilities	415-702-9306	dgehman@millercreeksd.org	3668	SqFt	3668	Sqft	40	4151-School Buses			Miller Creek	Y	N	Alan Rothkop	Maintenance Director	12-SEP-18 02.26.51.310000 PM	N
Industrial	182145	2 21I009386	Active	11/15/1992		2	Marin	LP McNear Brick Co Inc	McNear Brick & Block	1 McNear Brickyard Rd		San Rafael	CA	94901	37.98327	-122.4624	Marin	DAN	Mcnear		415-453-7702	dan@mcnear.com	25	Acres	25	Acres		3251-Brick and Structural Clay Tile	3271-Concrete Block and Brick		McNear Marsh	Y	N	Daniel M	VP/CFO	18-JUN-15 10.51.48.948000 AM	N
Industrial	182146	2 21I009892	Terminated	04/08/1993	11/19/2012	2	Marin	Marin Independent Journal 	Marin Independent Journal 	150 Alameda Del Prado		Novato	CA	94949	38.06122	-122.53405	Marin	Tom	Jensen Bob Phillips		415-883-8600		21	Acres		 		2711-Newspapers:  Publishing, or Publishing and Printing			Pacheco Creek						 
Industrial	182147	2 21I010665	Active	10/15/1993		2	Marin	Golden Gate Bridge Highway and Transportation District	Golden Gate Transit 	1011 Andersen Dr		San Rafael	CA	94901	37.95869	-122.50901	Marin	Stephane	 Santini	EHS Specialist	415-257-4519	ssantini@goldengate.org	14	Acres	14	Acres		4111-Local and Suburban Transit			San Francisco Bay	N	N	Kelli Vitale	Director Risk and Safety	27-JAN-25 04.34.34.158000 PM	N
Industrial	182148	2 21I011081	Terminated	08/04/1994	08/27/2018	2	Marin	Shamrock Materials 	Shamrock Materials Inc 	548 Du Bois St		San Rafael	CA	94901	37.96523	-122.51864	Marin	Jeff	Nehmens	C.O.O.	707-765-8557	jeffn@shamrockmaterials.com	3.16	Acres	3.16	 		3273-Ready-Mixed Concrete			San Rafael Canal 	Y	N	Jeff Nehmens	VP Administration	26-AUG-16 09.00.17.405000 AM	 
Industrial	182149	2 21I011189	Terminated	09/29/1994	06/22/2000	2	Marin	Briles Wing & Helicopter Inc 	Briles Helicoptrs 	240 Redwood Hwy		Mill Valley	CA	94941	37.89823	-122.5702	Marin	JIm	Lucas	Prj Mgr	415-332-8061		12000	SqFt		 	5	3721-Aircraft									 
Industrial	182150	2 21I011220	Active	10/18/1994		2	Marin	Heath Ceramics Inc 	Heath Ceramics Inc 	400 Gate 5 Rd		Sausalito	CA	94965	37.8697	-122.50005	Marin	Shawn	Holle	EHS Manager	650-219-9699	Shawn@heathceramics.com	55316	SqFt	13420	Sqft		3262-Vitreous China Table and Kitchen Articles			San Francisco Bay	Y	N	Shawn Holle	Environmental Health and Safety Manager	13-JUL-22 12.41.08.180000 PM	N
Industrial	182151	2 21I011237	Terminated	10/25/1994	01/12/1998	2	Marin	Western Plating & Polishing	Western Plating & Polishing 	714 Francisco Blvd W # A		San Rafael	CA	94901	37.96287	-122.51126	Marin	John	Arrousez		415-453-0918		2500	SqFt		 	100	3471-Electroplating, Plating, Polishing, Anodizing, and Coloring			San Francisco Bay						 
Industrial	182152	2 21I011393	Active	02/01/1995		2	Marin	Marin Airporter 	Marin Airporter 	8 Lovell Ave		San Rafael	CA	94901	37.96444	-122.52253	Marin	Larry	Leporte	President	415-356-8833	larry@marinairporter.com	46609	SqFt	36509	Sqft		4119-Local Passenger Transportation, NEC			San Rafael Creek	Y	N	Matt Wexler	General Manager	31-AUG-22 07.16.14.028000 AM	N
Industrial	182153	2 21I011511	Terminated	04/04/1995	03/01/2005	2	Marin	Airborne Express	DHL Express 	15 Koch Service Dr		Corte Madera	CA	94925			Marin	Dan	O Rourke		909-682-0033		1	Acres		 	30	4215-Courier Services Except by Air			San Clemente Creek						 
Industrial	182154	2 21I012139	Terminated	02/07/1996	06/14/2000	2	Marin	Peli Wash 	Peli Wash 	200 Johnson St		Sausalito	CA	94966			Marin	Dennis	Flynn		415-332-0723		2700	SqFt		 		3732-Boat  Building and Repairing			San Francisco Bay						 
Industrial	182155	2 21I012516	Terminated	08/26/1996	11/14/2011	2	Marin	Wincup Holdings LP	Wincup Holdings L P 	195 Tamal Vista Blvd		Corte Madera	CA	94925	37.93524	-122.51866	Marin	Mark	Musha		415-886-6058	markmusha@wincup.com	84000	Acres		 		3086-Plastics Foam Products			Dry Creek To San Francisco						 
Industrial	182156	2 21I012736	Terminated	12/12/1996	01/09/2023	2	Marin	Rod Arnold	Arnold S Auto 	864 Vallejo Ave		Novato	CA	94945	38.10927	-122.56773	Marin	Rod	Arnold	owner	415-892-3900	arnoldsauto@aol.com	2500	SqFt	2500	Sqft	0	5015-Motor Vehicle Parts, Used			Novato Creek	Y	N	Rod Arnold	Owner	06-AUG-15 11.00.26.336000 AM	N
Industrial	182157	2 21I012827	Terminated	01/07/1997	05/03/2001	2	Marin	Thomas 1 Moseley Pullman Bl Co	Paradise Cay Yacht Harbor 	North End Trinidad Dr		Tiburon	CA	94920			Marin	Thomas	Moseley		415-435-1024					 		3531-Construction Machinery and Equipment	4493-Marinas								 
Industrial	182158	2 21I013442	Terminated	09/29/1997	07/01/2002	2	Marin	Ryder Transportation Services	Rsts 	59 Jordan St		San Rafael	CA	94901	37.96774	-122.52612	Marin	Eileen	Irving		415-555-9098		12000	SqFt		 		4151-School Buses			San Francisco Bay						 
Industrial	182159	2 21I014524	Terminated	08/25/1998	06/15/2001	2	Marin	Pacheco Ranch Winery	Pacheco Rnch Winery 	235 Alameda Del Prado		Novato	CA	94949	38.05125	-122.53173	Marin	Deborah	Rowland		415-883-5583		6000	SqFt		 		2084-Wines, Brandy, and Brandy Spirits			San Pablo Bay						 
Industrial	182160	2 21I014574	Terminated	09/08/1998	08/08/2008	2	Marin	Kalin Cellars Inc 	Kalin Cellars Inc 	61 Galli Dr Ste F		Novato	CA	94949	38.07338	-122.53513	Marin	Terrance	Leighton		415-883-3543		2200	SqFt		 		2084-Wines, Brandy, and Brandy Spirits									 
Industrial	182161	2 21I014581	Terminated	09/11/1998	07/14/2000	2	Marin	Orologas, Mike And Ulysses 	Rolands Boat Repair Co 	145 3rd St		San Rafael	CA	94901	37.969	-122.51269	Marin	Mike	Orologas		415-454-0528		12000	SqFt		 		4493-Marinas			Canal						 
Industrial	182162	2 21I014589	Terminated	09/16/1998	05/03/2001	2	Marin	Marin Cnty Boat Works Inc	Marin Co Boat Works Inc 	60 Bay St		San Rafael	CA	94901	37.96709	-122.51531	Marin	Sharon	Blair		415-456-3154		11025	SqFt		 		3732-Boat  Building and Repairing			San Rafael Channel						 
Industrial	182163	2 21I014602	Active	09/16/1998		2	Marin	Bayside Boatworks Inc 	Bayside Boatworks Inc 	2360 Marinship Way		Sausalito	CA	94965	37.86552	-122.49885	Marin	Michael	Linder		415-332-5744	baysideboatworks@aol.com	42000	SqFt	31500	Sqft	89	3732-Boat  Building and Repairing			Richardsons Bay		N	Michael Linder	CEO	14-APR-15 10.51.56.564000 AM	N
Industrial	182164	2 21I014618	Active	09/25/1998		2	Marin	Spaulding Marine Center	Spaulding Marine Center	600 Gate 5 Road		Sausalito	CA	94965	37.8677	-122.49786	Marin	Matt	Zarem		415-332-3179	matt@spauldingcenter.org	20000	SqFt	20000	Sqft	30	3731-Ship Building and Repairing			San Francisco Bay	N	Y	Bill Edinger	President	27-MAR-25 10.16.25.682000 AM	N
Industrial	182165	2 21I015249	Active	07/06/1999		2	Marin	Lunny Grading  Paving Inc 	Nicasio Rock Quarry Lafranchi Quarry	5400 Nicasio Valley Rd		Nicasio	CA	94946	38.08361	-122.72103	Marin	KEVIN	Lunny		415-662-9800	Kevin@lunnypaving.com	6	Acres	3	Acres		1429-Crushed and Broken Stone, NEC			Halleck Creek	N	Y	Kevin Lunny	President	26-DEC-15 11.09.21.060000 AM	N
Industrial	182166	2 21I015274	Terminated	07/20/1999	06/27/2013	2	Marin	Westmore Marine 	Westmore Marine 	145 3rd St		San Rafael	CA	94901	37.969	-122.51269	Marin	PHIL	Westcott		4154540528		1	Acres		 	5	3732-Boat  Building and Repairing			San Rafael Canal.						 
Industrial	182167	2 21I015389	Terminated	09/24/1999	09/14/2005	2	Marin	Tucker, Terry 	Marin Boat House Inc 	115 3rd St		San Rafael	CA	94901	37.96887	-122.51233	Marin	Terry	Tucker		415-456-1890					 		4493-Marinas			San Rafael Canal						 
Industrial	182168	2 21I015836	Terminated	05/31/2000	01/04/2010	2	Marin	Andersons Boat Yard	Anderson S Boat Yard	400 Harbor Dr		Sausalito	CA	94965	37.86851	-122.49852	Marin	Tom	Anderson		4153325432		2	Acres		 		3731-Ship Building and Repairing			Richardson Bay						 
Industrial	182169	2 21I015908	Active	06/29/2000		2	Marin	Jeremy Fisher Smith	Fisher Smith Boatworks 	19225 State Route 1		Marshall	CA	94940	38.17651	-122.9013	Marin	JEREMY	Smith		415-663-8336	jerfishersmith@gmail.com	1	Acres	1	Acres		3731-Ship Building and Repairing			Tomales Bay	N	Y	Jeremy Fisher Smith	Proprietor	26-JUN-15 12.31.08.903000 PM	N
Industrial	182170	2 21I016182	Terminated	11/02/2000	09/15/2004	2	Marin	Quality Custom Chrome 	Quality Custom Chrome 	714 Francisco Blvd W # A		San Rafael	CA	94901	37.96287	-122.51126	Marin	GARY	Sasser		4152590160		6445	SqFt		 		3471-Electroplating, Plating, Polishing, Anodizing, and Coloring									 
Industrial	182171	2 21I016561	Active	06/05/2001		2	Marin	San Rafael Yacht Harbor	SAN RAFAEL YACHT HARBOR	0557 E FRANCISCO		San Rafael	CA	94901	37.96706	-122.51412	Marin	MATT	BUTLER		415-456-1600		8	Acres	8	Acres		3732-Boat  Building and Repairing			San Rafael Canal		N	Matt Butler	Harbormaster	22-JUN-15 02.25.54.433000 PM	N
Industrial	182173	2 21I016937	Terminated	11/21/2001	03/18/2015	2	Marin	MARIN MUNICIPAL WATER DISTRICT	Pelican Way Storage Yard	Pelican Way and Kermer Blvd		San Rafael	CA	94901	37.94984	-122.49214	Marin	Darren	Machado	Supervisor	415-945-1144	dmachado@marinwater.org	10	Acres		 		1442-Construction Sand and Gravel			San Pablo Bay						 
